"month","day","mean","sdmean","rollmean","year","date","minus","plus"
7,2,1.08394897346437e-05,3.5055024204365e-06,9.9962273030582e-06,2020,2020-07-02,6.02516225348905e-06,1.39672923526274e-05
7,3,7.75190295223227e-06,5.14710125105824e-06,8.46730757075421e-06,2020,2020-07-03,5.92282460674259e-06,1.10117905347658e-05
7,4,6.81053002538663e-06,5.05738103017245e-06,7.83413679202871e-06,2020,2020-07-04,6.11123566686419e-06,9.55703791719323e-06
7,5,8.93997739846722e-06,3.82713102970324e-06,9.01291946984622e-06,2020,2020-07-05,7.9894802315819e-06,1.00363587081105e-05
7,6,1.12882509856848e-05,3.2662657959021e-06,9.19589995367569e-06,2020,2020-07-06,8.4943450023934e-06,9.89745490495797e-06
7,7,7.35947147687502e-06,5.29485411024122e-06,8.29250188460271e-06,2020,2020-07-07,7.36781398126519e-06,9.21718978794023e-06
7,8,6.2297831912483e-06,5.33563085835217e-06,7.91774792437414e-06,2020,2020-07-08,6.23740213899915e-06,9.59809370974913e-06
7,9,1.01639891049991e-05,3.27677774261706e-06,1.00882285933738e-05,2020,2020-07-09,8.85392726360163e-06,1.1322529923146e-05
7,10,1.38709134838741e-05,3.09027943483833e-06,1.20713372973536e-05,2020,2020-07-10,1.06293329357064e-05,1.35133416590009e-05
7,11,1.21791093031877e-05,3.31191349743634e-06,1.24629158390621e-05,2020,2020-07-11,1.13378518328821e-05,1.3587979845242e-05
7,12,1.13387247301244e-05,5.36156388289138e-06,1.15321230817631e-05,2020,2020-07-12,8.8605860232536e-06,1.42036601402726e-05
7,13,1.10785352119773e-05,5.62763017362026e-06,1.1984422230994e-05,2020,2020-07-13,8.0208119614425e-06,1.59480325005456e-05
7,14,1.35360067508805e-05,3.66907024344152e-06,1.26182135152538e-05,2020,2020-07-14,8.6471484656847e-06,1.6589278564823e-05
7,15,1.32400985829038e-05,4.49886723875866e-06,1.27669710839182e-05,2020,2020-07-15,1.02224881199066e-05,1.53114540479298e-05
7,16,1.15248079179703e-05,4.47239245066193e-06,1.21370906519626e-05,2020,2020-07-16,1.0414189526798e-05,1.38599917771271e-05
7,17,1.16463654550135e-05,6.09749700426315e-06,1.24639341216043e-05,2020,2020-07-17,1.144049488334e-05,1.34873733598687e-05
7,18,1.42206289918292e-05,3.86756289208843e-06,1.25045713546159e-05,2020,2020-07-18,1.18030164033336e-05,1.32061263058981e-05
7,19,1.16467196170049e-05,8.01112567457182e-06,1.28876277081681e-05,2020,2020-07-19,1.19629398048305e-05,1.38123156115056e-05
7,20,1.27955345156701e-05,4.04496865228259e-06,1.17790992857401e-05,2020,2020-07-20,1.00987535003651e-05,1.34594450711151e-05
7,21,1.08950437245454e-05,3.76246076122163e-06,1.11354448372744e-05,2020,2020-07-21,9.90114350750223e-06,1.23697461670466e-05
7,22,9.71575627160781e-06,6.17357248431308e-06,1.02787043342029e-05,2020,2020-07-22,8.83669997255571e-06,1.17207086958502e-05
7,23,1.02253130064556e-05,5.81093237767773e-06,1.0153823286529e-05,2020,2020-07-23,9.02875928034907e-06,1.1278887292709e-05
7,24,1.05204005815236e-05,6.4923159260767e-06,1.06059582149862e-05,2020,2020-07-24,7.93442115647671e-06,1.32774952734957e-05
7,25,1.10721610569794e-05,5.30774328457191e-06,1.16083575848716e-05,2020,2020-07-25,7.64474731532007e-06,1.55719678544232e-05
7,26,1.32325111161118e-05,5.58020826726198e-06,1.22801504491514e-05,2020,2020-07-26,8.30908539958221e-06,1.62512154987205e-05
7,27,1.25357791743629e-05,4.37217973138281e-06,1.17558272825046e-05,2020,2020-07-27,9.21134431849295e-06,1.43003102465162e-05
7,28,9.49919155703898e-06,5.19592789796451e-06,1.11600969190616e-05,2020,2020-07-28,9.43719579389705e-06,1.28829980442261e-05
7,29,1.14453200257828e-05,5.14169766508295e-06,1.09964222418637e-05,2020,2020-07-29,9.97298300359935e-06,1.2019861480128e-05
7,30,1.20447551427692e-05,3.24922340409135e-06,1.16954850638469e-05,2020,2020-07-30,1.09939301125646e-05,1.23970400151292e-05
7,31,1.15963800229887e-05,5.71834934178724e-06,1.19927160118955e-05,2020,2020-07-31,1.1068028108558e-05,1.2917403915233e-05
8,1,1.23370128699286e-05,5.18387474227073e-06,1.1186416830227e-05,2020,2020-08-01,9.95211550045484e-06,1.24207181599992e-05
8,2,9.62585759776382e-06,5.90821480709349e-06,1.09197874183254e-05,2020,2020-08-02,9.47778305667817e-06,1.23617917799726e-05
8,3,1.07964917872838e-05,3.04426903163285e-06,1.00946890794615e-05,2020,2020-08-03,8.96962507328154e-06,1.12197530856415e-05
8,4,9.86171785333689e-06,4.53948385898956e-06,1.04558682774758e-05,2020,2020-08-04,7.78433121896626e-06,1.31274053359853e-05
8,5,1.07093951918066e-05,3.79594112066843e-06,1.00155997730837e-05,2020,2020-08-05,6.05198950353217e-06,1.39792100426353e-05
8,6,9.47568627410762e-06,4.70012640268781e-06,1.05846631345378e-05,2020,2020-08-06,6.61359808496863e-06,1.45557281841069e-05
8,7,1.15689079376991e-05,3.636764600092e-06,1.12334829098956e-05,2020,2020-08-07,8.68899994588401e-06,1.37779658739072e-05
8,8,1.26558545178802e-05,3.6564886420178e-06,1.19735818159366e-05,2020,2020-08-08,1.02506806907721e-05,1.36964829411011e-05
8,9,1.16959829922306e-05,1.06890372476641e-06,1.19117483752368e-05,2020,2020-08-09,1.08883091369725e-05,1.29351876135012e-05
8,10,1.13834076155997e-05,3.43398457532702e-06,1.1052877405795e-05,2020,2020-08-10,1.03513224545127e-05,1.17544323570773e-05
8,11,1.00792416095547e-05,4.64336243211076e-06,1.03737123468106e-05,2020,2020-08-11,9.44902444347307e-06,1.12984002501481e-05
8,12,9.65848781527728e-06,2.39122812376696e-06,9.78516386721306e-06,2020,2020-08-12,8.10481808183807e-06,1.1465509652588e-05
8,13,9.61776217680715e-06,5.50152245191545e-06,9.73425409447654e-06,2020,2020-08-13,8.49995276470434e-06,1.09685554242487e-05
8,14,9.92651229134519e-06,3.64152808845825e-06,9.95307788277419e-06,2020,2020-08-14,8.51107352112696e-06,1.13950822444214e-05
8,15,1.03149591801702e-05,3.09973415976357e-06,1.00955019467695e-05,2020,2020-08-15,8.97043794058958e-06,1.12205659529495e-05
8,16,1.00450343687932e-05,4.59112305814664e-06,1.03390833527436e-05,2020,2020-08-16,7.66754629423405e-06,1.30106204112531e-05
8,17,1.06572565092673e-05,3.90205768215803e-06,9.67454287906618e-06,2020,2020-08-17,5.71093260951463e-06,1.36381531486177e-05
8,18,8.32133775913806e-06,5.50623116007236e-06,9.18551331410108e-06,2020,2020-08-18,5.21444826453193e-06,1.31565783636702e-05
8,19,8.57794567389791e-06,4.27044675167389e-06,8.93946596191204e-06,2020,2020-08-19,6.39498299790042e-06,1.14839489259237e-05
8,20,9.91911445270015e-06,3.1030010540566e-06,9.65546581511327e-06,2020,2020-08-20,7.93256468994875e-06,1.13783669402778e-05
8,21,1.04693373187417e-05,3.33080502241827e-06,9.30059730204693e-06,2020,2020-08-21,8.27715806378261e-06,1.03240365403113e-05
8,22,7.51334013469889e-06,5.51007934259859e-06,8.10827360819019e-06,2020,2020-08-22,7.40671865690791e-06,8.80982855947247e-06
8,23,6.34214337112995e-06,3.74623359536728e-06,7.8818346787397e-06,2020,2020-08-23,6.95714677540218e-06,8.80652258207722e-06
8,24,9.79002053039027e-06,2.47871388854939e-06,8.71734179984528e-06,2020,2020-08-24,7.03699601447029e-06,1.03976875852203e-05
8,25,1.00198614980156e-05,4.40708844061427e-06,9.07588636004258e-06,2020,2020-08-25,7.84158503027037e-06,1.03101876898148e-05
8,26,7.41777705172184e-06,4.34488257775017e-06,8.77539719309827e-06,2020,2020-08-26,7.33339283145103e-06,1.02174015547455e-05
8,27,8.88855302955734e-06,4.58731338154271e-06,8.33253934171947e-06,2020,2020-08-27,7.20747533553951e-06,9.45760334789943e-06
8,28,8.69128794387922e-06,3.96954975027805e-06,8.66161346460672e-06,2020,2020-08-28,5.9900764060972e-06,1.13331505231162e-05
8,29,8.40499942038358e-06,5.6345880205868e-06,6.91646261630135e-06,2020,2020-08-29,2.9528523467498e-06,1.08800728858529e-05
8,30,3.65310048464125e-06,2.38631506452845e-06,6.42157488417178e-06,2020,2020-08-30,2.45050983460263e-06,1.03926399337409e-05
8,31,7.20662474749051e-06,3.91814922488069e-06,6.02989282072567e-06,2020,2020-08-31,3.48540985671405e-06,8.57437578473728e-06
9,1,7.22995323004524e-06,2.21162356140431e-06,7.15986355028288e-06,2020,2020-09-01,5.43696242511837e-06,8.8827646754474e-06
9,2,7.0430126733129e-06,3.33932904858943e-06,6.77300560521018e-06,2020,2020-09-02,5.74956636694586e-06,7.7964448434745e-06
9,3,6.04605091227239e-06,3.19601493851336e-06,6.18084536428803e-06,2020,2020-09-03,5.47929041300575e-06,6.88240031557032e-06
9,4,5.4534725072788e-06,2.89045688223222e-06,5.3100208732486e-06,2020,2020-09-04,4.38533296991108e-06,6.23470877658613e-06
9,5,4.43053920019462e-06,3.18145858485853e-06,5.09814399683167e-06,2020,2020-09-05,3.41779821145668e-06,6.77848978220666e-06
9,6,5.41042028302158e-06,2.26714640488331e-06,5.01758956991367e-06,2020,2020-09-06,3.78328824014147e-06,6.25189089968588e-06
9,7,5.21180922652481e-06,3.72609731100561e-06,5.03878568723846e-06,2020,2020-09-07,3.59678132559122e-06,6.48079004888569e-06
9,8,4.49412755216897e-06,2.92761749559379e-06,4.59999206357588e-06,2020,2020-09-08,3.47492805739592e-06,5.72505606975585e-06
9,9,4.09403941203387e-06,2.52990870582449e-06,4.2377510151851e-06,2020,2020-09-09,1.56621395667558e-06,6.90928807369461e-06
9,10,4.12508608135246e-06,2.99821226381587e-06,4.29469929566546e-06,2020,2020-09-10,3.31089026113911e-07,8.258309565217e-06
9,11,4.66497239361004e-06,2.49808418204514e-06,4.53703771242584e-06,2020,2020-09-11,5.65972662856686e-07,8.50810276199499e-06
9,12,4.82105466231501e-06,3.31292971112357e-06,5.13004630543949e-06,2020,2020-09-12,2.58556334142788e-06,7.67452926945111e-06
9,13,5.90411186039343e-06,2.61863732760266e-06,5.49717660203829e-06,2020,2020-09-13,3.77427547687377e-06,7.2200777272028e-06
9,14,5.76636328340642e-06,3.25417343656307e-06,5.49444041647985e-06,2020,2020-09-14,4.47100117821553e-06,6.51787965474418e-06
9,15,4.81284610563972e-06,3.81710832761711e-06,4.5249715686854e-06,2020,2020-09-15,3.82341661740311e-06,5.22652651996768e-06
9,16,2.99570531701006e-06,2.47232733183138e-06,3.83860433245075e-06,2020,2020-09-16,2.91391642911322e-06,4.76329223578827e-06
9,17,3.70726157470246e-06,2.84716098599563e-06,3.74390698590886e-06,2020,2020-09-17,2.06356120053387e-06,5.42425277128385e-06
9,18,4.52875406601406e-06,1.98898716046426e-06,4.37473090767889e-06,2020,2020-09-18,3.14042957790668e-06,5.60903223745109e-06
9,19,4.88817708232014e-06,2.66058718020702e-06,4.94371066681338e-06,2020,2020-09-19,3.50170630516615e-06,6.38571502846062e-06
9,20,5.41420085210595e-06,3.2831735686846e-06,4.21074536310277e-06,2020,2020-09-20,3.08568135692281e-06,5.33580936928273e-06
9,21,2.32985815488222e-06,2.50987925909861e-06,3.77993280463027e-06,2020,2020-09-21,1.10839574612075e-06,6.45146986313978e-06
9,22,3.59573940690263e-06,1.8557822622287e-06,3.2431355038266e-06,2020,2020-09-22,-7.20474765724948e-07,7.20674577337814e-06
9,23,3.80380894969494e-06,2.54815807123535e-06,3.47498337778822e-06,2020,2020-09-23,-4.96081671780933e-07,7.44604842735737e-06
9,24,3.02540177676708e-06,2.85487554189312e-06,3.45373280282813e-06,2020,2020-09-24,9.09249838816508e-07,5.99821576683974e-06
9,25,3.53198768202236e-06,2.4947328537588e-06,3.67468314568702e-06,2020,2020-09-25,1.9517820205225e-06,5.39758427085154e-06
9,26,4.46665997827162e-06,2.84349136696906e-06,3.96948304336068e-06,2020,2020-09-26,2.94604380509635e-06,4.992922281625e-06
9,27,3.90980146978805e-06,3.43340523664971e-06,4.39856697474108e-06,2020,2020-09-27,3.6970120234588e-06,5.10012192602336e-06
9,28,4.81923947616357e-06,3.51336647323442e-06,3.5895285490847e-06,2020,2020-09-28,2.66484064574718e-06,4.51421645242222e-06
9,29,2.03954470130248e-06,1.6584428048615e-06,2.9361782030358e-06,2020,2020-09-29,1.25583241766081e-06,4.61652398841079e-06
9,30,1.94975043164135e-06,1.31085702484699e-06,2.2817495672714e-06,2020,2020-09-30,1.0474482374992e-06,3.51605089704361e-06
10,1,2.85595356887038e-06,2.02675177646462e-06,2.70270773780297e-06,2019,2019-10-01,1.26070337615573e-06,4.1447120994502e-06
10,2,3.30241921289717e-06,2.68674943348726e-06,2.97090687552906e-06,2019,2019-10-02,1.8458428693491e-06,4.09597088170902e-06
10,3,2.75434784481962e-06,2.1679284755099e-06,2.71452950920009e-06,2019,2019-10-03,4.29924506905747e-08,5.38606656770961e-06
10,4,2.08682146988348e-06,1.28577715446912e-06,2.44156846089476e-06,2019,2019-10-04,-1.52204180865678e-06,6.40517873044631e-06
10,5,2.48353606798119e-06,1.10780228670215e-06,2.14390594111185e-06,2019,2019-10-05,-1.8271591084573e-06,6.114970990681e-06
10,6,1.86136028547089e-06,1.35653995040595e-06,2.06826679353769e-06,2019,2019-10-06,-4.76216170473928e-07,4.61274975754931e-06
10,7,1.85990402716099e-06,1.31060090864131e-06,1.89395322714507e-06,2019,2019-10-07,1.71052101980548e-07,3.61685435230958e-06
10,8,1.96059536880332e-06,1.42369101377627e-06,2.04767934615819e-06,2019,2019-10-08,1.02424010789387e-06,3.07111858442251e-06
10,9,2.32253864251026e-06,1.80488838184388e-06,2.30486652931555e-06,2019,2019-10-09,1.60331157803327e-06,3.00642148059783e-06
10,10,2.63146557663306e-06,1.70914432951664e-06,2.20463712474706e-06,2019,2019-10-10,1.27994922140954e-06,3.12932502808458e-06
10,11,1.65990715509785e-06,2.34472718012268e-06,1.85255852388923e-06,2019,2019-10-11,6.18257194117027e-07,3.08685985366143e-06
10,12,1.26630283993678e-06,1.03811170262597e-06,1.31484799105316e-06,2019,2019-10-12,-1.27156370594077e-07,2.75685235270039e-06
10,13,1.01833397812484e-06,1.04748833361192e-06,1.39945266035189e-06,2019,2019-10-13,2.74388654171923e-07,2.52451666653185e-06
10,14,1.91372116299404e-06,1.88896309356545e-06,1.43588673260547e-06,2019,2019-10-14,-1.23565032590405e-06,4.10742379111498e-06
10,15,1.37560505669753e-06,1.72664886663499e-06,1.55532889299962e-06,2019,2019-10-15,-2.40828137655193e-06,5.51893916255116e-06
10,16,1.37666045930729e-06,7.81545784646337e-07,1.42913964890367e-06,2019,2019-10-16,-2.54192540066548e-06,5.40020469847282e-06
10,17,1.53515343070621e-06,1.26807627938823e-06,1.43446377357722e-06,2019,2019-10-17,-1.1100191904344e-06,3.97894673758884e-06
10,18,1.39157743071817e-06,5.67091693762269e-07,1.27059618356456e-06,2019,2019-10-18,-4.5230494159996e-07,2.99349730872907e-06
10,19,8.85057689269301e-07,5.67514343965433e-07,1.01933402563704e-06,2019,2019-10-19,-4.10521262728269e-09,2.04277326390136e-06
10,20,7.81366956923655e-07,6.46709096432954e-07,8.75833143745878e-07,2019,2019-10-20,1.74278192463595e-07,1.57738809502816e-06
10,21,9.6107478504468e-07,9.57328844997519e-07,1.28452706363619e-06,2019,2019-10-21,3.59839160298669e-07,2.20921496697371e-06
10,22,2.11113944894024e-06,1.03292087027075e-06,1.71292137504362e-06,2019,2019-10-22,3.25755896686308e-08,3.39326716041861e-06
10,23,2.06654989114595e-06,7.50775696861931e-07,1.76338307481652e-06,2019,2019-10-23,5.2908174504432e-07,2.99768440458873e-06
10,24,1.11245988436339e-06,4.75183046736073e-07,1.42300697212957e-06,2019,2019-10-24,-1.8997389517666e-08,2.8650113337768e-06
10,25,1.09001114087937e-06,6.85683748860157e-07,1.1816709344844e-06,2019,2019-10-25,5.6606928304438e-08,2.30673494066436e-06
10,26,1.34254177821045e-06,1.03059281211949e-06,1.30207774689706e-06,2019,2019-10-26,-1.36945931161245e-06,3.97361480540658e-06
10,27,1.47368032160137e-06,7.61814979428304e-07,1.9357921566597e-06,2019,2019-10-27,-2.02781811289184e-06,5.89940242621125e-06
10,28,2.9911543701673e-06,2.25560649420819e-06,2.63424876635699e-06,2019,2019-10-28,-1.33681628321216e-06,6.60531381592614e-06
10,29,3.4379116073023e-06,4.61918682699793e-06,3.4267872759606e-06,2019,2019-10-29,8.82304311948979e-07,5.97127023997221e-06
10,30,3.85129585041219e-06,4.07489954362013e-06,3.08499536197451e-06,2019,2019-10-30,1.36209423681e-06,4.80789648713903e-06
10,31,1.96577862820905e-06,1.65035813233435e-06,2.49781127607653e-06,2019,2019-10-31,1.47437203781221e-06,3.52125051434085e-06
11,1,1.67635934960835e-06,9.84351730443581e-07,2.45990487919476e-06,2019,2019-11-01,1.75834992791248e-06,3.16145983047704e-06
11,2,3.73757665976689e-06,2.78691269340242e-06,3.72539975412159e-06,2019,2019-11-02,2.80071185078407e-06,4.65008765745911e-06
11,3,5.76226325298954e-06,3.59345038207077e-06,5.25175764391318e-06,2019,2019-11-03,3.57141185853819e-06,6.93210342928817e-06
11,4,6.25543301898313e-06,8.1857123924488e-06,5.39221438119899e-06,2019,2019-11-04,4.15791305142678e-06,6.62651571097119e-06
11,5,4.15894687162429e-06,6.43863316462516e-06,5.39345214526712e-06,2019,2019-11-05,3.95144778361989e-06,6.83545650691435e-06
11,6,5.76597654519395e-06,7.18638492191274e-06,5.2525551894454e-06,2019,2019-11-06,4.12749118326544e-06,6.37761919562536e-06
11,7,5.83274215151797e-06,6.92815353703692e-06,5.56483728868995e-06,2019,2019-11-07,2.89330023018043e-06,8.23637434719946e-06
11,8,5.09579316935793e-06,6.75228216586598e-06,5.15476897203189e-06,2019,2019-11-08,1.19115870248034e-06,9.11837924158343e-06
11,9,4.53577159521976e-06,5.70205828642805e-06,3.67024754593675e-06,2019,2019-11-09,-3.00817503632397e-07,7.6413125955059e-06
11,10,1.37917787323257e-06,1.03496612942444e-06,2.42497791804267e-06,2019,2019-11-10,-1.1950504596895e-07,4.96946088205428e-06
11,11,1.35998428567568e-06,1.39009099950869e-06,1.33866971165413e-06,2019,2019-11-11,-3.84231413510385e-07,3.06157083681865e-06
11,12,1.27684697605415e-06,1.27024530977173e-06,1.1773553639713e-06,2019,2019-11-12,1.53916125706974e-07,2.20079460223562e-06
11,13,8.95234830184066e-07,8.49029594821804e-07,8.85931333555754e-07,2019,2019-11-13,1.84376382273472e-07,1.58748628483804e-06
11,14,4.85712194429046e-07,3.8736772951524e-07,8.69165761621335e-07,2019,2019-11-14,-5.55221417161863e-08,1.79385366495886e-06
11,15,1.22655026025089e-06,9.1210022389377e-07,1.43355202972169e-06,2019,2019-11-15,-2.46793755653304e-07,3.11389781509668e-06
11,16,2.58839363448512e-06,3.66973182458326e-06,2.14543948676564e-06,2019,2019-11-16,9.11138156993435e-07,3.37974081653784e-06
11,17,2.6213745655609e-06,1.69517966706732e-06,2.14503699598479e-06,2019,2019-11-17,7.03032634337552e-07,3.58704135763202e-06
11,18,1.22534278790834e-06,9.4976295994317e-07,2.07581848317818e-06,2019,2019-11-18,9.50754476998217e-07,3.20088248935814e-06
11,19,2.3807380960653e-06,1.40077790749587e-06,1.66089024042037e-06,2019,2019-11-19,-1.01064681808914e-06,4.33242729892989e-06
11,20,1.37658983728748e-06,1.08454864243619e-06,1.9958998068254e-06,2019,2019-11-20,-1.96771046272615e-06,5.95951007637694e-06
11,21,2.23037148712341e-06,2.7198378495735e-06,2.23055243356302e-06,2019,2019-11-21,-1.74051261600613e-06,6.20161748313217e-06
11,22,3.08469597627817e-06,1.87857410306259e-06,3.2844238066336e-06,2019,2019-11-22,7.3994084262198e-07,5.82890677064521e-06
11,23,4.53820395649922e-06,2.12186991851975e-06,4.0069101871908e-06,2019,2019-11-23,2.28400906202629e-06,5.72981131235532e-06
11,24,4.39783062879503e-06,1.63806929454571e-06,4.17674939289495e-06,2019,2019-11-24,3.15331015463062e-06,5.20018863115927e-06
11,25,3.59421359339059e-06,1.88805153981532e-06,3.8274611038076e-06,2019,2019-11-25,3.12590615252532e-06,4.52901605508988e-06
11,26,3.49033908923718e-06,3.24953584430745e-06,4.05908733043648e-06,2019,2019-11-26,3.13439942709896e-06,4.983775233774e-06
11,27,5.09270930868166e-06,4.85544042959821e-06,4.36375972084664e-06,2019,2019-11-27,2.68341393547165e-06,6.04410550622163e-06
11,28,4.50823076462109e-06,4.25256628211879e-06,4.93864594033018e-06,2019,2019-11-28,3.70434461055798e-06,6.17294727010239e-06
11,29,5.2149977476878e-06,3.59420042539825e-06,5.71880529325709e-06,2019,2019-11-29,4.27680093160985e-06,7.16080965490432e-06
11,30,7.43318736746237e-06,3.8907353889253e-06,5.75259308096093e-06,2019,2019-11-30,4.62752907478097e-06,6.87765708714089e-06
12,1,4.60959412773263e-06,2.02912701407863e-06,5.95596689393325e-06,2019,2019-12-01,3.28442983542373e-06,8.62750395244276e-06
12,2,5.82511918660475e-06,3.59467997011358e-06,5.16206063637796e-06,2019,2019-12-02,1.19845036682641e-06,9.1256709059295e-06
12,3,5.0514685947965e-06,4.12459132238451e-06,6.1148733528623e-06,2019,2019-12-03,2.14380830329315e-06,1.00859384024314e-05
12,4,7.46803227718564e-06,5.85008493737662e-06,6.30851479088334e-06,2019,2019-12-04,3.76403182687173e-06,8.85299775489496e-06
12,5,6.40604350066789e-06,4.18137641389025e-06,6.14866366029073e-06,2019,2019-12-05,4.42576253512621e-06,7.87156478545525e-06
12,6,4.57191520301865e-06,4.79781905186577e-06,5.30623409067305e-06,2019,2019-12-06,4.28279485240873e-06,6.32967332893737e-06
12,7,4.94074356833261e-06,7.45823556436956e-06,4.52885755212165e-06,2019,2019-12-07,3.82730260083937e-06,5.23041250340394e-06
12,8,4.07391388501371e-06,6.5398030281244e-06,4.09696769623107e-06,2019,2019-12-08,3.17227979289355e-06,5.02165559956859e-06
12,9,3.27624563534689e-06,3.43177624575668e-06,4.05304849155864e-06,2019,2019-12-09,2.37270270618365e-06,5.73339427693363e-06
12,10,4.80898595431533e-06,2.98764754156733e-06,4.1212376010962e-06,2019,2019-12-10,2.88693627132399e-06,5.3555389308684e-06
12,11,4.27848121362637e-06,3.11372478467232e-06,4.45759864724393e-06,2019,2019-12-11,3.01559428559669e-06,5.89960300889116e-06
12,12,4.28532877379009e-06,3.45048610276191e-06,3.48561865722669e-06,2019,2019-12-12,2.36055465104673e-06,4.61068266340666e-06
12,13,1.89304598426363e-06,1.64904413171238e-06,2.8981846807698e-06,2019,2019-12-13,2.26647622260288e-07,5.56972173927932e-06
12,14,2.5161792842557e-06,1.93842846480737e-06,2.61254024908725e-06,2019,2019-12-14,-1.3510700204643e-06,6.5761505186388e-06
12,15,3.42839547874243e-06,3.62134135928232e-06,3.41854662071222e-06,2019,2019-12-15,-5.52518428856936e-07,7.38961167028137e-06
12,16,4.31106509913852e-06,3.84555228212218e-06,3.76643269864113e-06,2019,2019-12-16,1.22194973462951e-06,6.31091566265275e-06
12,17,3.55983751804244e-06,2.60230940059941e-06,3.36259711566865e-06,2019,2019-12-17,1.63969599050413e-06,5.08549824083317e-06
12,18,2.21688872982499e-06,1.86170229867908e-06,3.02229601180091e-06,2019,2019-12-18,1.99885677353659e-06,4.04573525006524e-06
12,19,3.29016178753532e-06,2.97556105470729e-06,2.90548419717059e-06,2019,2019-12-19,2.20392924588831e-06,3.60703914845288e-06
12,20,3.20940207415148e-06,3.41660533432948e-06,3.34019691089441e-06,2019,2019-12-20,2.41550900755689e-06,4.26488481423193e-06
12,21,3.52102687099645e-06,3.34210171325718e-06,2.79006975905829e-06,2019,2019-12-21,1.55576842928609e-06,4.02437108883049e-06
12,22,1.63978033202694e-06,1.06393083374296e-06,2.95134971509334e-06,2019,2019-12-22,1.50934535344611e-06,4.39335407674058e-06
12,23,3.69324194225664e-06,5.18975745830013e-06,2.87630691507613e-06,2019,2019-12-23,1.75124290889617e-06,4.00137092125609e-06
12,24,3.2958984709448e-06,2.97158745912174e-06,4.3633191888967e-06,2019,2019-12-24,1.69178213038719e-06,7.03485624740622e-06
12,25,6.10081715348867e-06,7.27983671300672e-06,5.55903532851387e-06,2019,2019-12-25,1.59542505896232e-06,9.52264559806542e-06
12,26,7.28039036110814e-06,6.05392799358345e-06,7.11563658262768e-06,2019,2019-12-26,3.14457153305852e-06,1.10867016321968e-05
12,27,7.96570223328621e-06,7.60023784557598e-06,7.47979515242443e-06,2019,2019-12-27,4.93531218841281e-06,1.0024278116436e-05
12,28,7.19329286287894e-06,7.15954153883337e-06,1.03175338824315e-05,2019,2019-12-28,8.59463275726693e-06,1.2040435007596e-05
12,29,1.57936065511292e-05,1.63995404054981e-05,8.37357624465086e-06,2019,2019-12-29,7.35013700638654e-06,9.39701548291519e-06
12,30,2.13382931994444e-06,2.41013926962293e-06,6.43697072576358e-06,2019,2019-12-30,5.7354157744813e-06,7.13852567704586e-06
12,31,1.38347630621709e-06,9.0396836002067e-07,NA,2019,2019-12-31,NA,NA
